iter	Passed	Remaining
1671	18668	14827
1672	18677	14815
1673	18690	14804
1674	18702	14794
1675	18715	14784
1676	18728	14774
1677	18741	14764
1678	18752	14754
1679	18765	14744
1680	18777	14734
1681	18790	14724
1682	18801	14712
1683	18813	14702
1684	18826	14692
1685	18840	14683
1686	18851	14672
1687	18862	14661
1688	18874	14650
1689	18886	14639
1690	18899	14629
1691	18914	14621
1692	18925	14610
1693	18935	14598
1694	18946	14587
1695	18959	14577
1696	18970	14565
1697	18983	14555
1698	18995	14545
1699	19007	14534
1700	19020	14525
1701	19033	14515
1702	19046	14505
1703	19064	14499
1704	19078	14490
1705	19093	14482
1706	19109	14474
1707	19124	14466
1708	19136	14456
1709	19151	14447
1710	19168	14440
1711	19181	14431
1712	19192	14419
1713	19208	14412
1714	19225	14405
1715	19241	14397
1716	19255	14388
1717	19266	14377
1718	19279	14367
1719	19296	14360
1720	19307	14348
1721	19320	14338
1722	19333	14329
1723	19343	14316
1724	19356	14307
1725	19366	14294
1726	19378	14283
1727	19388	14272
1728	19400	14261
1729	19414	14251
1730	19425	14240
1731	19437	14230
1732	19448	14218
1733	19461	14208
1734	19474	14199
1735	19486	14187
1736	19499	14178
1737	19511	14167
1738	19523	14157
1739	19537	14148
1740	19551	14138
1741	19563	14127
1742	19575	14117
1743	19588	14107
1744	19602	14097
1745	19615	14088
1746	19625	14076
1747	19639	14066
1748	19649	14054
1749	19660	14043
1750	19673	14033
1751	19684	14021
1752	19695	14010
1753	19709	14000
1754	19722	13990
1755	19735	13981
1756	19749	13972
1757	19759	13959
1758	19771	13948
1759	19783	13938
1760	19796	13928
1761	19809	13918
1762	19821	13907
1763	19834	13897
1764	19846	13886
1765	19857	13875
1766	19867	13863
1767	19879	13852
1768	19894	13844
1769	19904	13832
1770	19918	13822
1771	19931	13812
1772	19942	13800
1773	19953	13789
1774	19965	13779
1775	19978	13768
1776	19990	13758
1777	20005	13749
1778	20019	13740
1779	20033	13730
1780	20047	13721
1781	20061	13711
1782	20074	13701
1783	20087	13691
1784	20100	13681
1785	20112	13671
1786	20123	13659
1787	20133	13647
1788	20144	13636
1789	20155	13624
1790	20167	13613
1791	20177	13601
1792	20190	13591
1793	20199	13578
1794	20205	13564
1795	20218	13553
1796	20231	13544
1797	20242	13532
1798	20252	13520
1799	20262	13508
1800	20274	13497
1801	20283	13484
1802	20297	13475
1803	20308	13463
1804	20318	13451
1805	20330	13441
1806	20340	13429
1807	20352	13418
1808	20362	13406
1809	20374	13395
1810	20384	13383
1811	20396	13372
1812	20408	13361
1813	20419	13350
1814	20429	13338
1815	20437	13325
1816	20448	13313
1817	20459	13301
1818	20473	13292
1819	20483	13280
1820	20495	13269
1821	20504	13257
1822	20515	13245
1823	20524	13232
1824	20535	13221
1825	20546	13210
1826	20558	13199
1827	20571	13189
1828	20582	13177
1829	20594	13167
1830	20604	13154
1831	20617	13144
1832	20626	13132
1833	20637	13120
1834	20647	13108
1835	20658	13097
1836	20670	13086
1837	20681	13074
1838	20690	13062
1839	20704	13052
1840	20715	13041
1841	20725	13029
1842	20739	13019
1843	20750	13008
1844	20763	12998
1845	20776	12988
1846	20788	12977
1847	20801	12967
1848	20812	12955
1849	20824	12944
1850	20836	12934
1851	20849	12923
1852	20859	12911
1853	20868	12899
1854	20876	12886
1855	20890	12876
1856	20903	12866
1857	20914	12854
1858	20924	12842
1859	20936	12831
1860	20945	12819
1861	20956	12807
1862	20966	12796
1863	20974	12782
1864	20987	12772
1865	20997	12760
1866	21010	12750
1867	21022	12739
1868	21034	12728
1869	21045	12717
1870	21056	12705
1871	21065	12693
1872	21072	12679
1873	21085	12669
1874	21097	12658
1875	21107	12646
1876	21118	12635
1877	21129	12623
1878	21139	12611
1879	21153	12601
1880	21164	12590
1881	21176	12579
1882	21187	12568
1883	21196	12555
1884	21209	12545
1885	21221	12534
1886	21230	12522
1887	21243	12511
1888	21253	12500
1889	21266	12489
1890	21278	12478
1891	21290	12468
1892	21301	12456
1893	21311	12444
1894	21320	12432
1895	21330	12420
1896	21342	12409
1897	21349	12395
1898	21361	12385
1899	21373	12374
1900	21386	12363
1901	21398	12353
1902	21410	12342
1903	21422	12331
1904	21432	12319
1905	21445	12309
1906	21458	12298
1907	21469	12287
1908	21481	12276
1909	21495	12267
1910	21505	12255
1911	21516	12243
1912	21529	12233
1913	21541	12222
1914	21552	12211
1915	21564	12200
1916	21576	12189
1917	21587	12178
1918	21598	12166
1919	21610	12156
1920	21620	12143
1921	21633	12133
1922	21642	12121
1923	21653	12109
1924	21663	12097
1925	21674	12086
1926	21685	12074
1927	21696	12063
1928	21707	12052
1929	21718	12040
1930	21729	12029
1931	21738	12016
1932	21752	12006
1933	21765	11996
1934	21775	11984
1935	21785	11972
1936	21797	11962
1937	21808	11950
1938	21819	11939
1939	21832	11929
1940	21846	11919
1941	21859	11909
1942	21874	11899
1943	21889	11890
1944	21901	11879
1945	21915	11869
1946	21926	11858
1947	21935	11845
1948	21948	11835
1949	21960	11824
1950	21974	11815
1951	21986	11804
1952	21999	11793
1953	22013	11783
1954	22024	11772
1955	22036	11762
1956	22050	11751
1957	22063	11741
1958	22075	11730
1959	22084	11718
1960	22097	11707
1961	22109	11696
1962	22119	11685
1963	22132	11674
1964	22142	11662
1965	22151	11650
1966	22165	11640
1967	22172	11627
1968	22184	11616
1969	22195	11604
1970	22210	11595
1971	22221	11583
1972	22229	11571
1973	22240	11559
1974	22252	11548
1975	22262	11537
1976	22272	11525
1977	22283	11513
1978	22295	11502
1979	22308	11492
1980	22321	11482
1981	22333	11470
1982	22343	11459
1983	22354	11447
1984	22368	11437
1985	22380	11427
1986	22389	11414
1987	22402	11404
1988	22416	11394
1989	22430	11384
1990	22440	11372
1991	22450	11360
1992	22459	11348
1993	22469	11335
1994	22479	11324
1995	22491	11313
1996	22499	11300
1997	22512	11289
1998	22524	11278
1999	22537	11268
2000	22550	11258
2001	22560	11246
2002	22571	11235
2003	22582	11223
2004	22596	11213
2005	22606	11201
2006	22618	11191
2007	22629	11179
2008	22641	11168
2009	22656	11158
2010	22669	11148
2011	22685	11139
2012	22698	11129
2013	22710	11118
2014	22726	11109
2015	22743	11101
2016	22761	11093
2017	22773	11082
2018	22785	11071
2019	22795	11059
2020	22807	11048
2021	22818	11036
2022	22831	11026
2023	22844	11016
2024	22856	11004
2025	22869	10994
2026	22879	10982
2027	22891	10971
2028	22901	10959
2029	22913	10948
2030	22925	10937
2031	22935	10925
2032	22947	10915
2033	22957	10903
2034	22966	10890
2035	22977	10879
2036	22991	10869
2037	23002	10857
2038	23016	10848
2039	23026	10836
2040	23039	10825
2041	23054	10815
2042	23067	10805
2043	23078	10794
2044	23093	10784
2045	23107	10774
2046	23116	10762
2047	23126	10750
2048	23137	10738
2049	23149	10727
2050	23158	10715
2051	23169	10703
2052	23180	10692
2053	23189	10680
2054	23200	10668
2055	23210	10656
2056	23223	10646
2057	23235	10635
2058	23247	10624
2059	23260	10613
2060	23269	10601
2061	23276	10588
2062	23289	10577
2063	23302	10567
2064	23313	10556
2065	23324	10544
2066	23335	10532
2067	23345	10521
2068	23359	10511
2069	23369	10499
2070	23380	10488
2071	23390	10476
2072	23403	10465
2073	23415	10454
2074	23425	10442
2075	23434	10430
2076	23444	10418
2077	23456	10407
2078	23466	10395
2079	23476	10383
2080	23487	10372
2081	23499	10361
2082	23510	10349
2083	23519	10337
2084	23532	10327
2085	23542	10315
2086	23556	10305
2087	23567	10293
2088	23581	10283
2089	23592	10272
2090	23603	10261
2091	23615	10249
2092	23624	10237
2093	23636	10226
2094	23648	10215
2095	23659	10204
2096	23669	10192
2097	23681	10181
2098	23690	10169
2099	23701	10157
2100	23715	10147
2101	23726	10136
2102	23739	10125
2103	23749	10113
2104	23761	10103
2105	23772	10091
2106	23782	10079
2107	23793	10068
2108	23804	10056
2109	23816	10045
2110	23827	10034
2111	23839	10023
2112	23851	10012
2113	23864	10001
2114	23873	9989
2115	23886	9978
2116	23897	9967
2117	23909	9956
2118	23918	9944
2119	23931	9933
2120	23939	9920
2121	23951	9910
2122	23959	9897
2123	23970	9886
2124	23978	9873
2125	23991	9862
2126	24002	9851
2127	24011	9839
2128	24025	9828
2129	24036	9817
2130	24048	9806
2131	24061	9795
2132	24072	9784
2133	24083	9773
2134	24095	9762
2135	24106	9750
2136	24117	9739
2137	24128	9728
2138	24139	9716
2139	24151	9705
2140	24164	9695
2141	24176	9684
2142	24190	9673
2143	24201	9662
2144	24212	9650
2145	24221	9639
2146	24235	9628
2147	24247	9617
2148	24257	9605
2149	24267	9594
2150	24280	9583
2151	24292	9572
2152	24302	9560
2153	24314	9549
2154	24327	9539
2155	24341	9528
2156	24354	9518
2157	24364	9506
2158	24378	9496
2159	24388	9484
2160	24400	9473
2161	24413	9462
2162	24423	9450
2163	24433	9439
2164	24447	9428
2165	24457	9417
2166	24468	9405
2167	24482	9395
2168	24492	9383
2169	24504	9372
2170	24516	9361
2171	24528	9350
2172	24537	9338
2173	24547	9326
2174	24560	9316
2175	24572	9304
2176	24582	9293
2177	24593	9281
2178	24603	9270
2179	24615	9258
2180	24624	9246
2181	24634	9235
2182	24642	9222
2183	24656	9212
2184	24666	9200
2185	24676	9188
2186	24687	9177
2187	24697	9165
2188	24709	9154
2189	24721	9143
2190	24732	9132
2191	24741	9120
2192	24752	9108
2193	24762	9096
2194	24773	9085
2195	24784	9074
2196	24796	9062
2197	24806	9051
2198	24816	9039
2199	24827	9028
2200	24838	9016
2201	24851	9006
2202	24861	8994
2203	24874	8983
2204	24886	8972
2205	24899	8962
2206	24910	8950
2207	24921	8939
2208	24930	8926
2209	24940	8915
2210	24952	8904
2211	24962	8892
2212	24977	8882
2213	24986	8870
2214	24996	8858
2215	25010	8848
2216	25018	8836
2217	25029	8824
2218	25039	8812
2219	25052	8802
2220	25063	8790
2221	25075	8779
2222	25088	8769
2223	25103	8759
2224	25115	8748
2225	25127	8737
2226	25136	8725
2227	25149	8714
2228	25160	8702
2229	25170	8691
2230	25184	8680
2231	25195	8669
2232	25206	8658
2233	25217	8646
2234	25226	8634
2235	25238	8623
2236	25251	8612
2237	25261	8601
2238	25274	8590
2239	25286	8579
2240	25298	8568
2241	25309	8557
2242	25320	8545
2243	25332	8534
2244	25344	8523
2245	25356	8512
2246	25368	8501
2247	25380	8490
2248	25394	8479
2249	25405	8468
2250	25417	8457
2251	25428	8446
2252	25439	8434
2253	25452	8423
2254	25463	8412
2255	25475	8401
2256	25487	8390
2257	25496	8378
2258	25509	8367
2259	25519	8356
2260	25529	8344
2261	25539	8332
2262	25551	8321
2263	25562	8310
2264	25572	8298
2265	25582	8286
2266	25595	8275
2267	25602	8263
2268	25613	8251
2269	25625	8240
2270	25638	8229
2271	25650	8218
2272	25662	8207
2273	25673	8196
2274	25684	8185
2275	25694	8173
2276	25706	8162
2277	25717	8150
2278	25731	8140
2279	25743	8129
2280	25755	8118
2281	25765	8106
2282	25776	8095
2283	25788	8084
2284	25798	8072
2285	25811	8061
2286	25826	8051
2287	25836	8040
2288	25847	8028
2289	25860	8017
2290	25874	8007
2291	25885	7996
2292	25898	7985
2293	25910	7974
2294	25921	7962
2295	25934	7952
2296	25945	7940
2297	25955	7929
2298	25962	7916
2299	25975	7905
2300	25988	7894
2301	25996	7882
2302	26010	7872
2303	26019	7860
2304	26030	7848
2305	26042	7837
2306	26051	7825
2307	26063	7814
2308	26075	7803
2309	26088	7792
2310	26099	7781
2311	26109	7769
2312	26122	7758
2313	26133	7747
2314	26146	7736
2315	26157	7725
2316	26168	7713
2317	26180	7702
2318	26191	7691
2319	26198	7678
2320	26208	7667
2321	26218	7655
2322	26228	7643
2323	26241	7632
2324	26254	7622
2325	26263	7610
2326	26273	7598
2327	26282	7586
2328	26294	7575
2329	26304	7563
2330	26315	7552
2331	26327	7541
2332	26338	7530
2333	26349	7518
2334	26359	7507
2335	26371	7495
2336	26382	7484
2337	26394	7473
2338	26407	7462
2339	26418	7451
2340	26431	7440
2341	26442	7429
2342	26452	7417
2343	26464	7406
2344	26474	7394
2345	26485	7383
2346	26499	7372
2347	26509	7361
2348	26519	7349
2349	26530	7338
2350	26542	7327
2351	26552	7315
2352	26564	7304
2353	26574	7292
2354	26584	7281
2355	26595	7269
2356	26606	7258
2357	26617	7247
2358	26631	7236
2359	26644	7225
2360	26654	7213
2361	26665	7202
2362	26677	7191
2363	26685	7179
2364	26695	7167
2365	26704	7155
2366	26712	7143
2367	26726	7133
2368	26740	7122
2369	26748	7110
2370	26760	7099
2371	26773	7088
2372	26786	7077
2373	26798	7066
2374	26806	7054
2375	26820	7043
2376	26830	7032
2377	26840	7020
2378	26852	7009
2379	26864	6998
2380	26877	6987
2381	26888	6976
2382	26902	6965
2383	26912	6953
2384	26927	6943
2385	26937	6931
2386	26948	6920
2387	26957	6908
2388	26969	6897
2389	26980	6886
2390	26990	6874
2391	27001	6863
2392	27009	6851
2393	27021	6839
2394	27031	6828
2395	27042	6817
2396	27055	6806
2397	27065	6794
2398	27078	6783
2399	27087	6771
2400	27098	6760
2401	27112	6749
2402	27123	6738
2403	27135	6727
2404	27147	6716
2405	27158	6705
2406	27169	6693
2407	27180	6682
2408	27192	6671
2409	27202	6659
2410	27213	6648
2411	27222	6636
2412	27231	6624
2413	27239	6612
2414	27247	6600
2415	27258	6588
2416	27268	6577
2417	27280	6566
2418	27290	6554
2419	27301	6543
2420	27313	6532
2421	27326	6521
2422	27336	6509
2423	27348	6498
2424	27360	6487
2425	27373	6476
2426	27385	6465
2427	27398	6454
2428	27410	6443
2429	27422	6432
2430	27434	6421
2431	27445	6409
2432	27455	6398
2433	27467	6387
2434	27478	6375
2435	27488	6364
2436	27497	6352
2437	27507	6340
2438	27520	6330
2439	27532	6318
2440	27542	6307
2441	27555	6296
2442	27566	6285
2443	27577	6273
2444	27587	6262
2445	27594	6249
2446	27606	6238
2447	27616	6227
2448	27627	6215
2449	27638	6204
2450	27648	6193
2451	27660	6181
2452	27671	6170
2453	27683	6159
2454	27695	6148
2455	27708	6137
2456	27719	6126
2457	27731	6114
2458	27741	6103
2459	27752	6092
2460	27761	6080
2461	27771	6068
2462	27782	6057
2463	27796	6046
2464	27808	6035
2465	27818	6024
2466	27832	6013
2467	27843	6001
2468	27855	5990
2469	27866	5979
2470	27876	5967
2471	27889	5956
2472	27898	5945
2473	27909	5933
2474	27917	5921
2475	27928	5910
2476	27939	5899
2477	27947	5887
2478	27958	5876
2479	27966	5863
2480	27975	5852
2481	27987	5841
2482	27998	5829
2483	28008	5818
2484	28018	5806
2485	28029	5795
2486	28040	5783
2487	28050	5772
2488	28062	5761
2489	28072	5749
2490	28083	5738
2491	28094	5727
2492	28106	5715
2493	28117	5704
2494	28131	5693
2495	28141	5682
2496	28153	5671
2497	28164	5660
2498	28177	5649
2499	28189	5637
2500	28201	5626
2501	28211	5615
2502	28221	5603
2503	28232	5592
2504	28244	5581
2505	28256	5570
2506	28267	5558
2507	28280	5547
2508	28293	5536
2509	28304	5525
2510	28315	5514
2511	28326	5502
2512	28337	5491
2513	28345	5479
2514	28357	5468
2515	28368	5457
2516	28380	5445
2517	28391	5434
2518	28406	5424
2519	28415	5412
2520	28426	5401
2521	28439	5390
2522	28450	5378
2523	28459	5367
2524	28467	5355
2525	28478	5343
2526	28488	5332
2527	28500	5321
2528	28509	5309
2529	28523	5298
2530	28532	5287
2531	28543	5275
2532	28556	5264
2533	28568	5253
2534	28578	5242
2535	28589	5230
2536	28599	5219
2537	28611	5208
2538	28621	5196
2539	28631	5185
2540	28642	5173
2541	28654	5162
2542	28665	5151
2543	28678	5140
2544	28689	5129
2545	28700	5117
2546	28712	5106
2547	28724	5095
2548	28734	5083
2549	28745	5072
2550	28758	5061
2551	28770	5050
2552	28780	5039
2553	28792	5027
2554	28803	5016
2555	28816	5005
2556	28831	4995
2557	28843	4983
2558	28855	4972
2559	28868	4961
2560	28879	4950
2561	28892	4939
2562	28904	4928
2563	28915	4916
2564	28925	4905
2565	28935	4893
2566	28948	4883
2567	28959	4871
2568	28965	4859
2569	28975	4848
2570	28988	4836
2571	28999	4825
2572	29011	4814
2573	29023	4803
2574	29032	4791
2575	29043	4780
2576	29055	4769
2577	29067	4758
2578	29076	4746
2579	29088	4735
2580	29099	4724
2581	29108	4712
2582	29118	4700
2583	29129	4689
2584	29141	4678
2585	29150	4666
2586	29162	4655
2587	29173	4644
2588	29183	4632
2589	29196	4621
2590	29207	4610
2591	29219	4599
2592	29232	4588
2593	29242	4576
2594	29256	4565
2595	29267	4554
2596	29280	4543
2597	29290	4532
2598	29302	4521
2599	29309	4509
2600	29321	4498
2601	29333	4486
2602	29342	4475
2603	29353	4463
2604	29364	4452
2605	29372	4440
2606	29383	4429
2607	29392	4417
2608	29404	4406
2609	29416	4395
2610	29427	4384
2611	29439	4373
2612	29448	4361
2613	29459	4350
2614	29470	4338
2615	29480	4327
2616	29492	4316
2617	29502	4304
2618	29511	4293
2619	29523	4282
2620	29534	4270
2621	29546	4259
2622	29556	4248
2623	29567	4236
2624	29576	4225
2625	29584	4213
2626	29597	4202
2627	29610	4191
2628	29622	4180
2629	29634	4169
2630	29647	4158
2631	29658	4146
2632	29669	4135
2633	29679	4123
2634	29691	4112
2635	29702	4101
2636	29711	4089
2637	29721	4078
2638	29732	4067
2639	29743	4055
2640	29755	4044
2641	29766	4033
2642	29777	4022
2643	29784	4010
2644	29796	3999
2645	29807	3987
2646	29816	3976
2647	29825	3964
2648	29835	3953
2649	29846	3941
2650	29856	3930
2651	29868	3919
2652	29879	3908
2653	29888	3896
2654	29900	3885
2655	29912	3874
2656	29923	3862
2657	29935	3851
2658	29943	3840
2659	29953	3828
2660	29965	3817
2661	29974	3805
2662	29984	3794
2663	29995	3783
2664	30007	3772
2665	30016	3760
2666	30029	3749
2667	30041	3738
2668	30053	3727
2669	30061	3715
2670	30069	3703
2671	30081	3692
2672	30093	3681
2673	30103	3670
2674	30116	3659
2675	30130	3648
2676	30140	3636
2677	30147	3624
2678	30161	3613
2679	30174	3602
2680	30186	3591
2681	30197	3580
2682	30208	3569
2683	30219	3557
2684	30230	3546
2685	30239	3535
2686	30249	3523
2687	30261	3512
2688	30274	3501
2689	30286	3490
2690	30297	3479
2691	30310	3467
2692	30321	3456
2693	30332	3445
2694	30343	3434
2695	30355	3422
2696	30366	3411
2697	30378	3400
2698	30388	3389
2699	30400	3377
2700	30410	3366
2701	30424	3355
2702	30435	3344
2703	30447	3333
2704	30457	3321
2705	30467	3310
2706	30477	3298
2707	30487	3287
2708	30500	3276
2709	30512	3265
2710	30521	3253
2711	30531	3242
2712	30541	3230
2713	30553	3219
2714	30564	3208
2715	30575	3197
2716	30587	3186
2717	30600	3174
2718	30611	3163
2719	30623	3152
2720	30635	3141
2721	30643	3129
2722	30656	3118
2723	30666	3107
2724	30677	3095
2725	30688	3084
2726	30700	3073
2727	30711	3062
2728	30724	3051
2729	30733	3039
2730	30743	3028
2731	30755	3017
2732	30769	3006
2733	30781	2994
2734	30794	2983
2735	30808	2972
2736	30820	2961
2737	30833	2950
2738	30842	2939
2739	30852	2927
2740	30866	2916
2741	30879	2905
2742	30892	2894
2743	30903	2883
2744	30913	2871
2745	30926	2860
2746	30938	2849
2747	30950	2838
2748	30959	2826
2749	30971	2815
2750	30982	2804
2751	30991	2792
2752	31002	2781
2753	31012	2770
2754	31026	2759
2755	31038	2747
2756	31050	2736
2757	31062	2725
2758	31071	2714
2759	31082	2702
2760	31092	2691
2761	31103	2680
2762	31113	2668
2763	31126	2657
2764	31141	2646
2765	31149	2635
2766	31163	2624
2767	31176	2613
2768	31185	2601
2769	31197	2590
2770	31209	2579
2771	31218	2567
2772	31230	2556
2773	31240	2545
2774	31248	2533
2775	31258	2522
2776	31266	2510
2777	31277	2499
2778	31289	2488
2779	31297	2476
2780	31307	2465
2781	31318	2454
2782	31331	2443
2783	31341	2431
2784	31349	2420
2785	31359	2408
2786	31367	2397
2787	31378	2386
2788	31393	2375
2789	31404	2363
2790	31413	2352
2791	31427	2341
2792	31438	2330
2793	31449	2318
2794	31462	2307
2795	31474	2296
2796	31486	2285
2797	31498	2274
2798	31514	2263
2799	31533	2252
2800	31545	2241
2801	31559	2230
2802	31570	2218
2803	31581	2207
2804	31593	2196
2805	31607	2185
2806	31619	2174
2807	31629	2162
2808	31639	2151
2809	31652	2140
2810	31665	2129
2811	31678	2117
2812	31690	2106
2813	31702	2095
2814	31712	2084
2815	31726	2073
2816	31740	2061
2817	31750	2050
2818	31764	2039
2819	31775	2028
2820	31788	2017
2821	31799	2005
2822	31808	1994
2823	31821	1983
2824	31832	1971
2825	31847	1960
2826	31861	1949
2827	31875	1938
2828	31886	1927
2829	31899	1916
2830	31911	1905
2831	31921	1893
2832	31931	1882
2833	31941	1870
2834	31951	1859
2835	31963	1848
2836	31974	1837
2837	31985	1825
2838	31996	1814
2839	32007	1803
2840	32018	1791
2841	32030	1780
2842	32041	1769
2843	32051	1758
2844	32064	1746
2845	32074	1735
2846	32084	1724
2847	32093	1712
2848	32105	1701
2849	32118	1690
2850	32128	1679
2851	32138	1667
2852	32149	1656
2853	32156	1645
2854	32165	1633
2855	32178	1622
2856	32187	1611
2857	32199	1599
2858	32206	1588
2859	32216	1577
2860	32228	1565
2861	32240	1554
2862	32251	1543
2863	32260	1531
2864	32271	1520
2865	32283	1509
2866	32296	1498
2867	32307	1486
2868	32319	1475
2869	32331	1464
2870	32341	1453
2871	32355	1442
2872	32366	1430
2873	32378	1419
2874	32387	1408
2875	32397	1396
2876	32409	1385
2877	32420	1374
2878	32430	1363
2879	32440	1351
2880	32451	1340
2881	32461	1329
2882	32471	1317
2883	32483	1306
2884	32494	1295
2885	32508	1284
2886	32517	1272
2887	32529	1261
2888	32539	1250
2889	32551	1238
2890	32562	1227
2891	32572	1216
2892	32584	1205
2893	32592	1193
2894	32603	1182
2895	32614	1171
2896	32626	1159
2897	32638	1148
2898	32650	1137
2899	32661	1126
2900	32675	1115
2901	32687	1103
2902	32698	1092
2903	32711	1081
2904	32722	1070
2905	32733	1058
2906	32745	1047
2907	32756	1036
2908	32767	1025
2909	32780	1013
2910	32787	1002
2911	32797	991
2912	32806	979
2913	32814	968
2914	32828	957
2915	32837	945
2916	32850	934
2917	32863	923
2918	32875	912
2919	32884	900
2920	32896	889
2921	32908	878
2922	32918	867
2923	32928	855
2924	32935	844
2925	32947	833
2926	32958	821
2927	32970	810
2928	32984	799
2929	32996	788
2930	33010	777
2931	33019	765
2932	33030	754
2933	33039	743
2934	33048	731
2935	33056	720
2936	33067	709
2937	33080	698
2938	33090	686
2939	33100	675
2940	33112	664
2941	33122	652
2942	33131	641
2943	33142	630
2944	33153	619
2945	33165	607
2946	33177	596
2947	33188	585
2948	33199	574
2949	33210	562
2950	33222	551
2951	33228	540
2952	33237	529
2953	33248	517
2954	33260	506
2955	33272	495
2956	33283	483
2957	33295	472
2958	33308	461
2959	33320	450
2960	33333	439
2961	33344	427
2962	33356	416
2963	33367	405
2964	33374	393
2965	33387	382
2966	33399	371
2967	33412	360
2968	33423	348
2969	33434	337
2970	33447	326
2971	33458	315
2972	33470	303
2973	33481	292
2974	33492	281
2975	33503	270
2976	33513	258
2977	33523	247
2978	33537	236
2979	33545	225
2980	33555	213
2981	33566	202
2982	33576	191
2983	33588	180
2984	33601	168
2985	33613	157
2986	33625	146
2987	33634	135
2988	33647	123
2989	33658	112
2990	33668	101
2991	33681	90
2992	33695	78
2993	33706	67
2994	33716	56
2995	33727	45
2996	33740	33
2997	33751	22
2998	33761	11
2999	33772	0
